CENSUS_YEAR;WARD;DWELLING_TYPE;DWELLING_TYPE_CODE;DWELLING_TYPE_DESCRIPTION;DWELLING_CNT;RESIDENT_CNT;OCPD_DWELLING_CNT;VACANT_DWELLING_CNT;OCPD_OWNERSHIP_CNT;RENOVATION_DWELLING_CNT;UNDER_CONST_DWELLING_CNT;INACTIVE_CNT;OTHER_PURPOSE_CNT
01/01/1997 12:00:00 AM;1;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;2;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;309;530;306;3;294;0;0;;
01/01/1997 12:00:00 AM;2;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;110;205;109;1;22;0;0;;
01/01/1997 12:00:00 AM;2;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;2;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;2;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;1;165;1;0;0;0;0;;
01/01/1997 12:00:00 AM;2;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;2;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;2;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;3;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;15,153;50,352;14,714;185;13,250;0;219;;
01/01/1997 12:00:00 AM;3;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,157;6,274;2,127;22;1,256;0;3;;
01/01/1997 12:00:00 AM;3;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;3;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,113;2,050;1,085;25;9;0;0;;
01/01/1997 12:00:00 AM;3;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,986;7,362;2,825;74;1,193;0;83;;
01/01/1997 12:00:00 AM;3;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;136;305;134;2;121;0;0;;
01/01/1997 12:00:00 AM;3;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;598;1,223;561;37;137;0;0;;
01/01/1997 12:00:00 AM;3;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;3;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;3;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;5;7;4;1;0;0;0;;
01/01/1997 12:00:00 AM;3;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;3;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;3;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;4;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;10,367;24,202;10,087;265;8,521;0;12;;
01/01/1997 12:00:00 AM;4;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,730;4,415;1,694;29;718;0;3;;
01/01/1997 12:00:00 AM;4;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;4;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,655;5,404;3,535;109;265;0;0;;
01/01/1997 12:00:00 AM;4;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;1,947;4,948;1,922;23;624;0;0;;
01/01/1997 12:00:00 AM;4;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;4,291;7,243;3,929;352;937;0;0;;
01/01/1997 12:00:00 AM;4;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;4;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;4;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;134;904;126;5;2;0;1;;
01/01/1997 12:00:00 AM;4;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;4;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;4;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;5;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;13,055;48,546;12,700;182;11,453;0;159;;
01/01/1997 12:00:00 AM;5;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,569;8,556;2,547;21;1,632;0;0;;
01/01/1997 12:00:00 AM;5;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;5;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;773;1,334;741;30;4;0;0;;
01/01/1997 12:00:00 AM;5;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,941;8,220;2,873;61;1,080;0;3;;
01/01/1997 12:00:00 AM;5;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;276;503;274;2;272;0;0;;
01/01/1997 12:00:00 AM;5;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;629;1,786;592;37;211;0;0;;
01/01/1997 12:00:00 AM;5;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;5;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;5;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;2;34;2;0;0;0;0;;
01/01/1997 12:00:00 AM;5;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;5;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;5;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;6;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;11,408;34,288;10,858;206;10,087;0;312;;
01/01/1997 12:00:00 AM;6;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,188;5,284;2,097;38;1,181;0;50;;
01/01/1997 12:00:00 AM;6;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;6;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;4,651;7,188;4,310;229;1,113;0;103;;
01/01/1997 12:00:00 AM;6;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,907;6,062;2,723;61;1,650;0;120;;
01/01/1997 12:00:00 AM;6;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;6;9;4;2;3;0;0;;
01/01/1997 12:00:00 AM;6;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,962;3,472;1,767;189;463;0;0;;
01/01/1997 12:00:00 AM;6;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;0;0;0;0;0;0;0;;
01/01/1997 12:00:00 AM;6;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;207;600;182;25;0;0;0;;
01/01/1997 12:00:00 AM;6;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;0;0;0;0;0;0;0;;
